resource_code,source_path,original_id,new_id,target_file,target_section_id,fallback
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1166491003534,PREALG-DLbCRRA0KA,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,example
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1166491054048,PREALG-o4BnOLTKjR,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1166491054318,PREALG-xnrA3x8lu8,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1166491297028,PREALG-5AahWNBpUB,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1166495279388,PREALG-GQSkFra0Iu,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1166497293821,PREALG-XU6TpdPiwR,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1166498114902,PREALG-nBIJ7UdQzJ,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1166879044214,PREALG-JTQ5nwppcK,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1215290,PREALG-sCCLrp6qII,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,example
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1217108,PREALG-59O73gxF5x,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1233682,PREALG-mgZ4zemBfZ,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1236985,PREALG-YPhwtDKycI,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1281704,PREALG-P1O37bGGxM,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1281981,PREALG-eWv6EuGkWw,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1303539,PREALG-hNi4AFtwbi,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1314946,PREALG-K83qq9xgsn,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1321101,PREALG-roR4zzOYjO,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,example
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1324442,PREALG-3UGRtba14u,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1359973,PREALG-gtzaCRo80v,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,section
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1445896,PREALG-gMJzODt5dB,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1446746,PREALG-AsmS0eD0ik,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1452639,PREALG-jxxX7gCdEH,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1455294,PREALG-9WYuUy5h7V,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1467948,PREALG-nYsSIvCAUG,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1469991,PREALG-9RGa2D2TL5,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1475348,PREALG-IXDhY2LqGS,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1479992,PREALG-vF0r1h20Uo,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1496506,PREALG-fohpbuNNua,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1498505,PREALG-M56E8L0I9F,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,example
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1507064,PREALG-hNG4BqdKnR,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1511147,PREALG-90ygvzECBD,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1539293,PREALG-KjU8P4E6tx,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1559865,PREALG-tRaIj9D7t4,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1681799,PREALG-JsoDyxLPMj,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1682558,PREALG-31e0km04j9,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,section
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1684496,PREALG-mkGxa6PhvK,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1685054,PREALG-q3xMvzXwZ7,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1685962,PREALG-P7MHrl6pz1,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,section
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1686286,PREALG-ANiJfwjxE3,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,note
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1739098,PREALG-XcK71wIERT,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1945008,PREALG-TL8WXWQ5BB,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,example
PREALG,PREALG/modules/m81308/index.cnxml,fs-id1953032,PREALG-j1uHtoutfG,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,example
PREALG,PREALG/modules/m81308/index.cnxml,fs-id866357,PREALG-JBuHdDOtlj,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-id899754,PREALG-MD4AxpTBDD,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,example
PREALG,PREALG/modules/m81308/index.cnxml,fs-idm304729696,PREALG-6lcgElo7Lu,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81308/index.cnxml,fs-idm308693856,PREALG-3oZNe6T2Ma,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/11-commercial-arithmetic/sec-simple-interest.ptx,sec-simple-interest-ref_1-prealg-m81308,exercise
PREALG,PREALG/modules/m81366/index.cnxml,CNX_IntAlg_Figure_02_05_001,PREALG-V5yKHc289d,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-graphing-inequalities-in-one-unknown.ptx,sec-graphing-inequalities-in-one-unknown-ref_1-prealg-fs-id1167831985734,xref
PREALG,PREALG/modules/m81366/index.cnxml,CNX_IntAlg_Figure_02_05_002,PREALG-j64z4coaRD,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-graphing-inequalities-in-one-unknown.ptx,sec-graphing-inequalities-in-one-unknown-ref_1-prealg-fs-id1167831985734,xref
PREALG,PREALG/modules/m81366/index.cnxml,CNX_IntAlg_Figure_02_05_007,PREALG-WJ4J0yHjAs,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-graphing-inequalities-in-one-unknown.ptx,sec-graphing-inequalities-in-one-unknown-ref_1-prealg-fs-id1167831985734,xref
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167826804444,PREALG-sOob0j0nGs,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167828411035,PREALG-SHaj4ikr2l,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167828421190,PREALG-fQbPHJseUC,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167828447049,PREALG-XFHiY97yzf,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,exercise
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167830704524,PREALG-kXFOdDIzDz,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167830924155,PREALG-VTAPY54Ovm,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167830960720,PREALG-ANLzb2z23K,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-graphing-inequalities-in-one-unknown.ptx,sec-graphing-inequalities-in-one-unknown-ref_1-prealg-fs-id1167831985734,note
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167830961003,PREALG-lJmtS2lbyv,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-exercise-prealg-fs-id1167832055407,exercise
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167830963400,PREALG-PsRiXd4mA9,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167831025106,PREALG-szfpQgwI35,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,exercise
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167831112374,PREALG-CCGMoYzwJD,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,note
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167831871398,PREALG-UXTcq4Z0kD,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167831872446,PREALG-L35dxco940,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,example
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167831895186,PREALG-l6eWnv1HFF,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167831920268,PREALG-PXuAM14JSy,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,note
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167831920272,PREALG-UTpW467Rc2,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,exercise
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167831922822,PREALG-oq4cXDmbIR,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-exercise-prealg-fs-id1167832055407,exercise
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167832041553,PREALG-CisdptLyAz,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167832059733,PREALG-Jbwjakpb04,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-exercise-prealg-fs-id1167832055407,exercise
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167832067399,PREALG-0lk9Xqa4Wg,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-graphing-inequalities-in-one-unknown.ptx,sec-graphing-inequalities-in-one-unknown-ref_1-prealg-fs-id1167831985734,note
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167832076309,PREALG-RLT4Suwaud,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,note
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167832076312,PREALG-Ebu4aMmIL7,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,exercise
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167832153759,PREALG-cfjXVLjbA2,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,exercise
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167834123782,PREALG-yA2q1sMznm,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,media
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167834138378,PREALG-Ye4x3LQZC5,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,note
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167834156710,PREALG-AUTam1QAVi,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,exercise
PREALG,PREALG/modules/m81366/index.cnxml,fs-id1167834184909,PREALG-pCQNeyzVnD,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/03-linear-inequalities/sec-simple-inequalities.ptx,sec-simple-inequalities-ref_1-prealg-fs-id1167834346402,example
